week_date,top_song,top_artist,tv_programs,magazine_titles,radio_top_tracks
1960-07-18,I'm Sorry,Brenda Lee,,,
1960-07-25,I'm Sorry,Brenda Lee,,,
1960-08-01,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,,,
1960-08-08,It's Now Or Never,Elvis Presley,,,
1960-08-15,It's Now Or Never,Elvis Presley,,,
1960-08-22,It's Now Or Never,Elvis Presley,,,
1960-08-29,It's Now Or Never,Elvis Presley,,,
1960-09-05,It's Now Or Never,Elvis Presley,,,
1960-09-12,The Twist,Chubby Checker,,,
1960-09-19,My Heart Has A Mind Of Its Own,Connie Francis,,,
1960-09-26,My Heart Has A Mind Of Its Own,Connie Francis,,,
1960-10-03,Mr. Custer,Larry Verne,,,
1960-10-10,Save The Last Dance For Me,The Drifters,,,
1960-10-17,I Want To Be Wanted,Brenda Lee,,,
1960-10-24,Save The Last Dance For Me,The Drifters,,,
1960-10-31,Save The Last Dance For Me,The Drifters,,,
1960-11-07,Georgia On My Mind,Ray Charles,,,
1960-11-14,Stay,Maurice Williams,,,
1960-11-21,Are You Lonesome To-night?,Elvis Presley,,,
1960-11-28,Are You Lonesome To-night?,Elvis Presley,,,
1960-12-05,Are You Lonesome To-night?,Elvis Presley,,,
1960-12-12,Are You Lonesome To-night?,Elvis Presley,,,
1960-12-19,Are You Lonesome To-night?,Elvis Presley,,,
1960-12-26,Are You Lonesome To-night?,Elvis Presley,,"1960-61 Annual Report: Words with New Meaning for Blind People; A Collection of Porifera from Northern New Zealand, with Descriptions of Seventeen New Species; A Preliminary Report on the Application of the Space Adequacy Survey-College at Seventeen Selected California Junior Colleges.; Able People Well Prepared: The Adult Education and the Mass Media Fellowship Programs--1952-61 of the Fund for Adult Education.; An involution of period seventeen",
1961-01-02,Wonderland By Night,Bert Kaempfert And His Orchestra,,,
1961-01-09,Wonderland By Night,Bert Kaempfert And His Orchestra,,,
1961-01-16,Wonderland By Night,Bert Kaempfert And His Orchestra,,,
1961-01-23,Will You Love Me Tomorrow,The Shirelles,,,
1961-01-30,Will You Love Me Tomorrow,The Shirelles,,,
1961-02-06,Calcutta,Lawrence Welk And His Orchestra,,,
1961-02-13,Calcutta,Lawrence Welk And His Orchestra,,,
1961-02-20,Pony Time,Chubby Checker,,,
1961-02-27,Pony Time,Chubby Checker,,,
1961-03-06,Pony Time,Chubby Checker,,,
1961-03-13,Surrender,Elvis Presley,,,
1961-03-20,Surrender,Elvis Presley,,,
1961-03-27,Blue Moon,The Marcels,,,
1961-04-03,Blue Moon,The Marcels,,,
1961-04-10,Blue Moon,The Marcels,,,
1961-04-17,Runaway,Del Shannon,,,
1961-04-24,Runaway,Del Shannon,,,
1961-05-01,Runaway,Del Shannon,,,
1961-05-08,Runaway,Del Shannon,,,
1961-05-15,Mother-In-Law,Ernie K-doe,,,
1961-05-22,Travelin' Man,Ricky Nelson,,,
1961-05-29,Running Scared,Roy Orbison,,,
1961-06-05,Travelin' Man,Ricky Nelson,,,
1961-06-12,Moody River,Pat Boone,,,
1961-06-19,Quarter To Three,U.s. Bonds,,,
1961-06-26,Quarter To Three,U.s. Bonds,,,
1961-07-03,Tossin' And Turnin',Bobby Lewis,,,
1961-07-10,Tossin' And Turnin',Bobby Lewis,,,
1961-07-17,Tossin' And Turnin',Bobby Lewis,,,
1961-07-24,Tossin' And Turnin',Bobby Lewis,,,
1961-07-31,Tossin' And Turnin',Bobby Lewis,,,
1961-08-07,Tossin' And Turnin',Bobby Lewis,,,
1961-08-14,Tossin' And Turnin',Bobby Lewis,,,
1961-08-21,Wooden Heart,Joe Dowell,,,
1961-08-28,Michael,The Highwaymen,,,
1961-09-04,Michael,The Highwaymen,,,
1961-09-11,Take Good Care Of My Baby,Bobby Vee,,,
1961-09-18,Take Good Care Of My Baby,Bobby Vee,,,
1961-09-25,Take Good Care Of My Baby,Bobby Vee,,,
1961-10-02,Hit The Road Jack,Ray Charles And His Orchestra,,,
1961-10-09,Hit The Road Jack,Ray Charles And His Orchestra,,,
1961-10-16,Runaround Sue,Dion,,,
1961-10-23,Runaround Sue,Dion,,,
1961-10-30,Big Bad John,Jimmy Dean,,,
1961-11-06,Big Bad John,Jimmy Dean,,,
1961-11-13,Big Bad John,Jimmy Dean,,,
1961-11-20,Big Bad John,Jimmy Dean,,,
1961-11-27,Big Bad John,Jimmy Dean,,,
1961-12-04,Please Mr. Postman,The Marvelettes,,,
1961-12-11,The Lion Sleeps Tonight,The Tokens,,,
1961-12-18,The Lion Sleeps Tonight,The Tokens,,,
1961-12-25,The Lion Sleeps Tonight,The Tokens,,,
1962-01-01,The Lion Sleeps Tonight,The Tokens,,"Billboard; Coleman pioneers of Utah; a biographical, genealogical and historical account of seventeen Utah pioneers who were descendants of George Coleman 1765-1811 of Arsly, England.; Cosmopolitan v152 n02 [1962-02]; Cosmopolitan v153 n02 [1962-08]; God's own people; an introductory study of the church",
1962-01-08,The Twist,Chubby Checker,,,
1962-01-15,The Twist,Chubby Checker,,,
1962-01-22,Peppermint Twist - Part I,Joey Dee,,,
1962-01-29,Peppermint Twist - Part I,Joey Dee,,,
1962-02-05,Peppermint Twist - Part I,Joey Dee,,,
1962-02-12,Duke Of Earl,Gene Chandler,,,
1962-02-19,Duke Of Earl,Gene Chandler,,,
1962-02-26,Duke Of Earl,Gene Chandler,,,
1962-03-05,Hey! Baby,Bruce Channel,,,
1962-03-12,Hey! Baby,Bruce Channel,,,
1962-03-19,Hey! Baby,Bruce Channel,,,
1962-03-26,Don't Break The Heart That Loves You,Connie Francis,,,
1962-04-02,Johnny Angel,Shelley Fabares,,,
1962-04-09,Johnny Angel,Shelley Fabares,,,
1962-04-16,Good Luck Charm,Elvis Presley,,,
1962-04-23,Good Luck Charm,Elvis Presley,,,
1962-04-30,Soldier Boy,The Shirelles,,,
1962-05-07,Soldier Boy,The Shirelles,,,
1962-05-14,Soldier Boy,The Shirelles,,,
1962-05-21,Stranger On The Shore,Mr. Acker Bilk,,,
1962-05-28,I Can't Stop Loving You,Ray Charles,,,
1962-06-04,I Can't Stop Loving You,Ray Charles,,,
1962-06-11,I Can't Stop Loving You,Ray Charles,,,
1962-06-18,I Can't Stop Loving You,Ray Charles,,,
1962-06-25,I Can't Stop Loving You,Ray Charles,,,
1962-07-02,The Stripper,David Rose And His Orchestra,,,
1962-07-09,Roses Are Red (My Love),Bobby Vinton,,,
1962-07-16,Roses Are Red (My Love),Bobby Vinton,,,
1962-07-23,Roses Are Red (My Love),Bobby Vinton,,,
1962-07-30,Roses Are Red (My Love),Bobby Vinton,,,
1962-08-06,Breaking Up Is Hard To Do,Neil Sedaka,,,
1962-08-13,Breaking Up Is Hard To Do,Neil Sedaka,,,
1962-08-20,The Loco-Motion,Little Eva,,,
1962-08-27,Sheila,Tommy Roe,,,
1962-09-03,Sheila,Tommy Roe,,,
1962-09-10,Sherry,The 4 Seasons,,,
1962-09-17,Sherry,The 4 Seasons,,,
1962-09-24,Sherry,The 4 Seasons,,,
1962-10-01,Sherry,The 4 Seasons,,,
1962-10-08,Sherry,The 4 Seasons,,,
1962-10-15,Monster Mash,"Bobby ""boris"" Pickett And The Crypt-kickers",,,
1962-10-22,Monster Mash,"Bobby ""boris"" Pickett And The Crypt-kickers",,,
1962-10-29,He's A Rebel,The Crystals,,,
1962-11-05,He's A Rebel,The Crystals,,,
1962-11-12,Big Girls Don't Cry,The 4 Seasons,,,
1962-11-19,Big Girls Don't Cry,The 4 Seasons,,,
1962-11-26,Big Girls Don't Cry,The 4 Seasons,,,
1962-12-03,Big Girls Don't Cry,The 4 Seasons,,,
1962-12-10,Big Girls Don't Cry,The 4 Seasons,,,
1962-12-17,Telstar,The Tornadoes,,,
1962-12-24,Telstar,The Tornadoes,,,
1962-12-31,Telstar,The Tornadoes,,"A book of archaeology; seventeen stories of discovery; Billboard; Come With Me;: Poems, guessing poems, dance poems for young people; Cosmopolitan v154 n01 [1963-01]; DTIC AD0405721: PEOPLE OF RARE PROFESSIONS - PILOTS (NAVIGATORS) OF COSMONAUTS",
1963-01-07,Go Away Little Girl,Steve Lawrence,,,
1963-01-14,Go Away Little Girl,Steve Lawrence,,,
1963-01-21,Walk Right In,The Rooftop Singers,,,
1963-01-28,Walk Right In,The Rooftop Singers,,,
1963-02-04,Hey Paula,Paul And Paula,,,
1963-02-11,Hey Paula,Paul And Paula,,,
1963-02-18,Hey Paula,Paul And Paula,,,
1963-02-25,Walk Like A Man,The 4 Seasons,,,
1963-03-04,Walk Like A Man,The 4 Seasons,,,
1963-03-11,Walk Like A Man,The 4 Seasons,,,
1963-03-18,Our Day Will Come,Ruby And The Romantics,,,
1963-03-25,He's So Fine,The Chiffons,,,
1963-04-01,He's So Fine,The Chiffons,,Seventeen Magazine April 1963,
1963-04-08,He's So Fine,The Chiffons,,,
1963-04-15,He's So Fine,The Chiffons,,,
1963-04-22,I Will Follow Him,Little Peggy March,,,
1963-04-29,I Will Follow Him,Little Peggy March,,,
1963-05-06,I Will Follow Him,Little Peggy March,,,
1963-05-13,If You Wanna Be Happy,Jimmy Soul,,,
1963-05-20,If You Wanna Be Happy,Jimmy Soul,,,
1963-05-27,It's My Party,Lesley Gore,,,
1963-06-03,It's My Party,Lesley Gore,,,
1963-06-10,Sukiyaki,Kyu Sakamoto,,,
1963-06-17,Sukiyaki,Kyu Sakamoto,,,
1963-06-24,Sukiyaki,Kyu Sakamoto,,,
1963-07-01,Easier Said Than Done,The Essex,,,
1963-07-08,Easier Said Than Done,The Essex,,,
1963-07-15,Surf City,Jan,,,
1963-07-22,Surf City,Jan,,,
1963-07-29,So Much In Love,The Tymes,,,
1963-08-05,Fingertips (Part II),Little Stevie Wonder,,,
1963-08-12,Fingertips (Part II),Little Stevie Wonder,,,
1963-08-19,Fingertips (Part II),Little Stevie Wonder,,,
1963-08-26,My Boyfriend's Back,The Angels,,,
1963-09-02,My Boyfriend's Back,The Angels,,,
1963-09-09,My Boyfriend's Back,The Angels,,,
1963-09-16,Blue Velvet,Bobby Vinton,,,
1963-09-23,Blue Velvet,Bobby Vinton,,,
1963-09-30,Blue Velvet,Bobby Vinton,,,
1963-10-07,Sugar Shack,Jimmy Gilmer And The Fireballs,,,
1963-10-14,Sugar Shack,Jimmy Gilmer And The Fireballs,,,
1963-10-21,Sugar Shack,Jimmy Gilmer And The Fireballs,,,
1963-10-28,Sugar Shack,Jimmy Gilmer And The Fireballs,,,
1963-11-04,Sugar Shack,Jimmy Gilmer And The Fireballs,,,
1963-11-11,Deep Purple,Nino Tempo,,,
1963-11-18,I'm Leaving It Up To You,Dale,,,
1963-11-25,I'm Leaving It Up To You,Dale,,,
1963-12-02,Dominique,The Singing Nun,,,
1963-12-09,Dominique,The Singing Nun,,,
1963-12-16,Dominique,The Singing Nun,,,
1963-12-23,Dominique,The Singing Nun,,,
1963-12-30,There! I've Said It Again,Bobby Vinton,,Adding a dimension : seventeen essays on the history of science; Adding a dimension; seventeen essays on the history of science; Billboard; CIA Reading Room cia-rdp75-00001r000300490057-0: RIOTS CAN BE THE VOICE OF THE PEOPLE; Cosmopolitan v157 n04 [1964-10],
1964-01-06,There! I've Said It Again,Bobby Vinton,,,
1964-01-13,There! I've Said It Again,Bobby Vinton,,,
1964-01-20,There! I've Said It Again,Bobby Vinton,,TV Guide Jan 25 1964 Review Of JFK TV News Coverage,
1964-01-27,I Want To Hold Your Hand,The Beatles,,,
1964-02-03,I Want To Hold Your Hand,The Beatles,,,
1964-02-10,I Want To Hold Your Hand,The Beatles,,,
1964-02-17,I Want To Hold Your Hand,The Beatles,,,
1964-02-24,I Want To Hold Your Hand,The Beatles,,,
1964-03-02,I Want To Hold Your Hand,The Beatles,,,
1964-03-09,I Want To Hold Your Hand,The Beatles,,,
1964-03-16,She Loves You,The Beatles,,,
1964-03-23,She Loves You,The Beatles,,,
1964-03-30,Can't Buy Me Love,The Beatles,,,
1964-04-06,Can't Buy Me Love,The Beatles,,,
1964-04-13,Can't Buy Me Love,The Beatles,,,
1964-04-20,Can't Buy Me Love,The Beatles,,,
1964-04-27,Can't Buy Me Love,The Beatles,,,
1964-05-04,"Hello, Dolly!",Louis Armstrong And The All Stars,,,
1964-05-11,My Guy,Mary Wells,,,
1964-05-18,My Guy,Mary Wells,,,
1964-05-25,Love Me Do,The Beatles,,,
1964-06-01,Chapel Of Love,The Dixie Cups,,,
1964-06-08,Chapel Of Love,The Dixie Cups,,,
1964-06-15,Chapel Of Love,The Dixie Cups,,,
1964-06-22,A World Without Love,Peter And Gordon,,,
1964-06-29,I Get Around,The Beach Boys,,,
1964-07-06,I Get Around,The Beach Boys,,,
1964-07-13,Rag Doll,The 4 Seasons,,,
1964-07-20,Rag Doll,The 4 Seasons,,,
1964-07-27,A Hard Day's Night,The Beatles,,,
1964-08-03,A Hard Day's Night,The Beatles,,,
1964-08-10,Everybody Loves Somebody,Dean Martin,,,
1964-08-17,Where Did Our Love Go,The Supremes,,,
1964-08-24,Where Did Our Love Go,The Supremes,,,
1964-08-31,House Of The Rising Sun,The Animals,,,
1964-09-07,House Of The Rising Sun,The Animals,,,
1964-09-14,House Of The Rising Sun,The Animals,,,
1964-09-21,"Oh, Pretty Woman",Roy Orbison And The Candy Men,,,
1964-09-28,"Oh, Pretty Woman",Roy Orbison And The Candy Men,,,
1964-10-05,"Oh, Pretty Woman",Roy Orbison And The Candy Men,,,
1964-10-12,Do Wah Diddy Diddy,Manfred Mann,,,
1964-10-19,Do Wah Diddy Diddy,Manfred Mann,,,
1964-10-26,Baby Love,The Supremes,,,
1964-11-02,Baby Love,The Supremes,,,
1964-11-09,Baby Love,The Supremes,,,
1964-11-16,Baby Love,The Supremes,,TV Guide November 21st 1964,
1964-11-23,Leader Of The Pack,The Shangri-las,,,
1964-11-30,Ringo,Lorne Greene,,,
1964-12-07,Mr. Lonely,Bobby Vinton,,,
1964-12-14,Come See About Me,The Supremes,,,
1964-12-21,I Feel Fine,The Beatles,,,
1964-12-28,I Feel Fine,The Beatles,,Billboard; Carols of today : seventeen original settings for mixed voices; EDUCATIONAL LEVELS OF THE PEOPLE 1965; Europe in the seventeen century; Extraordinary people,
1965-01-04,I Feel Fine,The Beatles,,,
1965-01-11,Come See About Me,The Supremes,,,
1965-01-18,Downtown,Petula Clark,,,
1965-01-25,Downtown,Petula Clark,,,
1965-02-01,You've Lost That Lovin' Feelin',The Righteous Brothers,,,
1965-02-08,You've Lost That Lovin' Feelin',The Righteous Brothers,,,
1965-02-15,This Diamond Ring,Gary Lewis And The Playboys,,,
1965-02-22,This Diamond Ring,Gary Lewis And The Playboys,,,
1965-03-01,My Girl,The Temptations,,,
1965-03-08,Eight Days A Week,The Beatles,,,
1965-03-15,Eight Days A Week,The Beatles,,,
1965-03-22,Stop! In The Name Of Love,The Supremes,,,
1965-03-29,Stop! In The Name Of Love,The Supremes,,,
1965-04-05,I'm Telling You Now,Freddie And The Dreamers,,,
1965-04-12,I'm Telling You Now,Freddie And The Dreamers,,,
1965-04-19,Game Of Love,Wayne Fontana,,,
1965-04-26,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,,,
1965-05-03,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,,,
1965-05-10,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,,,
1965-05-17,Ticket To Ride,The Beatles,,,
1965-05-24,"Help Me, Rhonda",The Beach Boys,,,
1965-05-31,"Help Me, Rhonda",The Beach Boys,,,
1965-06-07,Back In My Arms Again,The Supremes,,,
1965-06-14,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,,,
1965-06-21,Mr. Tambourine Man,The Byrds,,,
1965-06-28,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,,,
1965-07-05,(I Can't Get No) Satisfaction,The Rolling Stones,,,
1965-07-12,(I Can't Get No) Satisfaction,The Rolling Stones,,,
1965-07-19,(I Can't Get No) Satisfaction,The Rolling Stones,,,
1965-07-26,(I Can't Get No) Satisfaction,The Rolling Stones,,,
1965-08-02,"I'm Henry VIII, I Am",Herman's Hermits,,,
1965-08-09,I Got You Babe,Sonny,,,
1965-08-16,I Got You Babe,Sonny,,,
1965-08-23,I Got You Babe,Sonny,,,
1965-08-30,Help!,The Beatles,,,
1965-09-06,Help!,The Beatles,,,
1965-09-13,Help!,The Beatles,,,
1965-09-20,Eve Of Destruction,Barry Mcguire,,,
1965-09-27,Hang On Sloopy,The Mccoys,,,
1965-10-04,Yesterday,The Beatles,,,
1965-10-11,Yesterday,The Beatles,,,
1965-10-18,Yesterday,The Beatles,,,
1965-10-25,Yesterday,The Beatles,,,
1965-11-01,Get Off Of My Cloud,The Rolling Stones,,,
1965-11-08,Get Off Of My Cloud,The Rolling Stones,,,
1965-11-15,I Hear A Symphony,The Supremes,,,
1965-11-22,I Hear A Symphony,The Supremes,,,
1965-11-29,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,,,
1965-12-06,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,,,
1965-12-13,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,,,
1965-12-20,Over And Over,The Dave Clark Five,,,
1965-12-27,The Sound Of Silence,Simon,,Billboard; CIA Reading Room cia-rdp75-00149r000500210007-0: VOICE OF THE PEOPLE; CIA Reading Room cia-rdp78t05161a000400010031-1: ISODENSITY ANALYSIS OF THE BILLBOARD ANTENNA AT RADAR SITE I SARY SHAGAN ANTIMISSILE TEST CENTER; ERIC ED022850: Rhode Island: Its People and Its Economy; Rhode Island Vocational-Technical Education Development Project.; ERIC ED029051: The First Work of These Times: A Report to the People on Education.,
1966-01-03,We Can Work It Out,The Beatles,,,
1966-01-10,We Can Work It Out,The Beatles,,,
1966-01-17,The Sound Of Silence,Simon,,,
1966-01-24,We Can Work It Out,The Beatles,,,
1966-01-31,My Love,Petula Clark,,,
1966-02-07,My Love,Petula Clark,,,
1966-02-14,Lightnin' Strikes,Lou Christie,,,
1966-02-21,These Boots Are Made For Walkin',Nancy Sinatra,,,
1966-02-28,The Ballad Of The Green Berets,Ssgt Barry Sadler,,,
1966-03-07,The Ballad Of The Green Berets,Ssgt Barry Sadler,,,
1966-03-14,The Ballad Of The Green Berets,Ssgt Barry Sadler,,,
1966-03-21,The Ballad Of The Green Berets,Ssgt Barry Sadler,,,
1966-03-28,The Ballad Of The Green Berets,Ssgt Barry Sadler,,,
1966-04-04,(You're My) Soul And Inspiration,The Righteous Brothers,,,
1966-04-11,(You're My) Soul And Inspiration,The Righteous Brothers,,,
1966-04-18,(You're My) Soul And Inspiration,The Righteous Brothers,,,
1966-04-25,Good Lovin',The Young Rascals,,,
1966-05-02,"Monday, Monday",The Mamas,,,
1966-05-09,"Monday, Monday",The Mamas,,,
1966-05-16,"Monday, Monday",The Mamas,,,
1966-05-23,When A Man Loves A Woman,Percy Sledge,,,
1966-05-30,When A Man Loves A Woman,Percy Sledge,,,
1966-06-06,"Paint It, Black",The Rolling Stones,,,
1966-06-13,"Paint It, Black",The Rolling Stones,,,
1966-06-20,Paperback Writer,The Beatles,,,
1966-06-27,Strangers In The Night,Frank Sinatra,,,
1966-07-04,Paperback Writer,The Beatles,,,
1966-07-11,Hanky Panky,Tommy James And The Shondells,,,
1966-07-18,Hanky Panky,Tommy James And The Shondells,,,
1966-07-25,Wild Thing,The Troggs,,,
1966-08-01,Wild Thing,The Troggs,,,
1966-08-08,Summer In The City,The Lovin' Spoonful,,,
1966-08-15,Summer In The City,The Lovin' Spoonful,,,
1966-08-22,Summer In The City,The Lovin' Spoonful,,,
1966-08-29,Sunshine Superman,Donovan,,,
1966-09-05,You Can't Hurry Love,The Supremes,,,
1966-09-12,You Can't Hurry Love,The Supremes,,,
1966-09-19,Cherish,The Association,,,
1966-09-26,Cherish,The Association,,,
1966-10-03,Cherish,The Association,,,
1966-10-10,Reach Out I'll Be There,Four Tops,,,
1966-10-17,Reach Out I'll Be There,Four Tops,,,
1966-10-24,96 Tears,?,,,
1966-10-31,Last Train To Clarksville,The Monkees,,,
1966-11-07,Poor Side Of Town,Johnny Rivers,,,
1966-11-14,You Keep Me Hangin' On,The Supremes,,,
1966-11-21,You Keep Me Hangin' On,The Supremes,,,
1966-11-28,Winchester Cathedral,The New Vaudeville Band,,,
1966-12-05,Good Vibrations,The Beach Boys,,,
1966-12-12,Winchester Cathedral,The New Vaudeville Band,,,
1966-12-19,Winchester Cathedral,The New Vaudeville Band,,,
1966-12-26,I'm A Believer,The Monkees,,"A CRITICAL INDEX OF FILMS AND FILMSTRIPS IN CONSERVATION DEALING WITH RENEWABLE RESOURCES, NON-RENEWABLE RESOURCES, RESOURCES AND PEOPLE, AND ECOLOGY.; A Comparison of Parent and Teacher Ratings on the Preschool Attainment Record of Seventeen Five-Year-Old Disadvantaged Children.; Billboard; Cosmopolitan and pantropical species of theridiid spiders (Araneae: Theridiidae); ERIC ED039922: A Comparison of Parent and Teacher Ratings on the Preschool Attainment Record of Seventeen Five-Year-Old Disadvantaged Children.",
1967-01-02,I'm A Believer,The Monkees,,,
1967-01-09,I'm A Believer,The Monkees,,,
1967-01-16,I'm A Believer,The Monkees,,,
1967-01-23,I'm A Believer,The Monkees,,,
1967-01-30,I'm A Believer,The Monkees,,,
1967-02-06,I'm A Believer,The Monkees,,,
1967-02-13,Kind Of A Drag,The Buckinghams,,,
1967-02-20,Kind Of A Drag,The Buckinghams,,,
1967-02-27,Ruby Tuesday,The Rolling Stones,,,
1967-03-06,Love Is Here And Now You're Gone,The Supremes,,,
1967-03-13,Penny Lane,The Beatles,,,
1967-03-20,Happy Together,The Turtles,,,
1967-03-27,Happy Together,The Turtles,,,
1967-04-03,Happy Together,The Turtles,,,
1967-04-10,Somethin' Stupid,Nancy Sinatra,,,
1967-04-17,Somethin' Stupid,Nancy Sinatra,,,
1967-04-24,Somethin' Stupid,Nancy Sinatra,,,
1967-05-01,Somethin' Stupid,Nancy Sinatra,,,
1967-05-08,The Happening,The Supremes,,,
1967-05-15,Groovin',The Young Rascals,,,
1967-05-22,Groovin',The Young Rascals,,,
1967-05-29,Respect,Aretha Franklin,,,
1967-06-05,Respect,Aretha Franklin,,,
1967-06-12,Groovin',The Young Rascals,,,
1967-06-19,Groovin',The Young Rascals,,,
1967-06-26,Windy,The Association,,,
1967-07-03,Windy,The Association,,,
1967-07-10,Windy,The Association,,,
1967-07-17,Windy,The Association,,,
1967-07-24,Light My Fire,The Doors,,,
1967-07-31,Light My Fire,The Doors,,,
1967-08-07,Light My Fire,The Doors,,,
1967-08-14,All You Need Is Love,The Beatles,,,
1967-08-21,Ode To Billie Joe,Bobbie Gentry,,,
1967-08-28,Ode To Billie Joe,Bobbie Gentry,,,
1967-09-04,Ode To Billie Joe,Bobbie Gentry,,,
1967-09-11,Ode To Billie Joe,Bobbie Gentry,,,
1967-09-18,The Letter,The Box Tops,,,
1967-09-25,The Letter,The Box Tops,,,
1967-10-02,The Letter,The Box Tops,,,
1967-10-09,The Letter,The Box Tops,,,
1967-10-16,To Sir With Love,Lulu,,,
1967-10-23,To Sir With Love,Lulu,,,
1967-10-30,To Sir With Love,Lulu,,,
1967-11-06,To Sir With Love,Lulu,,,
1967-11-13,To Sir With Love,Lulu,,,
1967-11-20,Incense And Peppermints,Strawberry Alarm Clock,,,
1967-11-27,Daydream Believer,The Monkees,,,
1967-12-04,Daydream Believer,The Monkees,,,
1967-12-11,Daydream Believer,The Monkees,,,
1967-12-18,Daydream Believer,The Monkees,,,
1967-12-25,Hello Goodbye,The Beatles,,,
1968-01-01,Hello Goodbye,The Beatles,,"1968 Mad Magazine No 117 Cover; Assignment Ottawa: seventeen years in the press gallery; Billboard; CIA Reading Room cia-rdp88-01314r000300200007-4: PEOPLE IN THE NEWS UCLA CHIEF TO HEAD NEWSPAPER EMPIRE; Catholic serials of the nineteenth century in the United States: Seventeen states: a descriptive bibliography and union list. First series, part one.",
1968-01-08,Hello Goodbye,The Beatles,,,
1968-01-15,Judy In Disguise (With Glasses),John Fred And The Playboys,,,
1968-01-22,Judy In Disguise (With Glasses),John Fred And The Playboys,,,
1968-01-29,Green Tambourine,The Lemon Pipers,,,
1968-02-05,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,,,
1968-02-12,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,,,
1968-02-19,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,,,
1968-02-26,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,,,
1968-03-04,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,,,
1968-03-11,(Sittin' On) The Dock Of The Bay,Otis Redding,,,
1968-03-18,(Sittin' On) The Dock Of The Bay,Otis Redding,,,
1968-03-25,(Sittin' On) The Dock Of The Bay,Otis Redding,,,
1968-04-01,(Sittin' On) The Dock Of The Bay,Otis Redding,,,
1968-04-08,Honey,Bobby Goldsboro,,,
1968-04-15,Honey,Bobby Goldsboro,,,
1968-04-22,Honey,Bobby Goldsboro,,,
1968-04-29,Honey,Bobby Goldsboro,,,
1968-05-06,Honey,Bobby Goldsboro,,,
