date,rank,artist,album,length,track_length
1978-09-30,68,ConFunkShun,"Love Shine",,
1978-09-30,69,"Ohio Players",Jass-ay-lay-dee,6,371259.666666667
1978-09-30,70,"Buddy Holly","Buddy Holly & The Crickets 20 Golden Greats",20,
1978-09-30,71,Ambrosia,"Life Beyond L.a.",10,247026.3
1978-09-30,72,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-09-30,73,"Todd Rundgren","Hermit Of Mink Hollow",12,185213.0
1978-09-30,74,Soundtrack,Fm,50,189786.94
1978-09-30,75,"The Beatles","The Beatles 1967-1970",28,214094.392857143
1978-09-30,76,"Barbra Streisand",Songbird,10,229055.6
1978-09-30,77,"Kenny Rogers","Love Or Something Like It",11,182713.636363636
1978-09-30,78,"Crystal Gayle","When I Dream",12,185598.583333333
1978-09-30,79,"The Fatback Band","Fired Up 'n' Kickin'",,
1978-09-30,80,"Linda Clifford","If My Friends Could See Me Now",10,438310.9
1978-09-30,81,"Chuck Mangione","Feels So Good",6,394279.5
1978-09-30,82,Soundtrack,"Thank God It's Friday",,
1978-09-30,83,ABBA,"The Album",10,267333.1
1978-09-30,84,"Fleetwood Mac",Rumours,58,
1978-09-30,85,"The Kinks",Misfits,11,245861.363636364
1978-09-30,86,"Chick Corea",Friends,8,458368.0
1978-09-30,87,"Natalie Cole","Natalie Live",16,342361.0625
1978-09-30,88,Switch,Switch,1,207071.0
1978-09-30,89,"Millie Jackson","Get It Outcha System",,
1978-09-30,90,"David Gilmour","David Gilmore",,
1978-09-30,91,Slave,"The Concept",7,325887.285714286
1978-09-30,92,"Cheap Trick","Heaven Tonight",11,236886.909090909
1978-09-30,93,"Jefferson Starship",Earth,9,293372.777777778
1978-09-30,94,"The Beatles","The Beatles [White Album]",107,
1978-09-30,95,"The O'Jays","So Full Of Love",8,271397.875
1978-09-30,96,"Roberta Flack","Roberta Flack",8,243663.25
1978-09-30,97,Styx,"The Grand Illusion",8,312237.875
1978-09-30,98,"Atlantic Starr","Atlantic Starr",12,299117.333333333
1978-09-30,99,"Michael Stanley Band","Cabin Fever",11,227641.0
1978-09-30,100,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-09-30,101,"Tom Petty And The Heartbreakers","You're Gonna' Get It",10,179354.5
1978-09-30,102,"Village People","Village People",6,286110.5
1978-09-30,103,"Various Artists","Sesame Street Fever",,
1978-09-30,104,Foreigner,Foreigner,12,240737.833333333
1978-09-30,105,"Chuck Mangione","The Best Of Chuck Mangione",10,444489.7
1978-09-30,106,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-09-30,107,"The Beatles","The Beatles 1962-1966",26,144768.346153846
1978-09-30,108,"Michael Johnson","The Michael Johnson Album",,
1978-09-30,109,"Nick Gilder","City Nights",,
1978-09-30,110,"Gil Scott-Heron",Secrets,,
1978-09-30,111,"Bob Dylan","Street Legal",9,330368.555555556
1978-09-30,112,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-09-30,113,"Joe Cocker","Luxury You Can Afford",11,229157.181818182
1978-09-30,114,"Willie Nelson",Stardust,10,219051.7
1978-09-30,115,"Leon Russell",Americana,10,196654.4
1978-09-30,116,Soundtrack,"Animal House",,
1978-09-30,117,Journey,Infinity,10,218869.0
1978-09-30,118,"Dan Hill","Frozen In The Night",11,233853.090909091
1978-09-30,119,Genesis,"And Then There Were Three",11,292278.363636364
1978-09-30,120,"Bob Seger & The Silver Bullet Band","'Live' Bullet",15,293876.0
1978-09-30,121,"Lee Oskar","Before The Rain",7,419203.428571429
1978-09-30,122,"Toby Beau","Toby Beau",1,222666.0
1978-09-30,123,Meco,"The Wizard Of Oz",,
1978-09-30,124,Soundtrack,"Eyes Of Laura Mars",,
1978-09-30,125,"Rita Coolidge","Love Me Again",1,219026.0
1978-09-30,126,"Hamilton Bohannon","Summertime Groove",,
1978-09-30,127,"Gino Vannelli","Brother To Brother",9,297670.555555556
1978-09-30,128,"George Benson","Weekend In L.a.",11,451363.727272727
1978-09-30,129,"Janis Ian","Janis Ian (II)",12,224041.916666667
1978-09-30,130,"Elvis Presley","Elvis Sings For Children And Grownups Too",,
1978-09-30,131,Musique,"Keep On Jumpin",10,369065.1
1978-09-30,132,"Leo Sayer","Leo Sayer",10,215787.6
1978-09-30,133,AC/DC,Powerage,9,266022.0
1978-09-30,134,"Norma Jean","Norma Jean",1,193911.0
1978-09-30,135,"Le Roux","Louisiana's Le Roux",,
1978-09-30,136,Soundtrack,"Foul Play",12,129766.5
1978-09-30,137,Heatwave,"Central Heating",9,277429.333333333
1978-09-30,138,"Pat Metheny Group","Pat Metheny Group",7,410464.285714286
1978-09-30,139,"The Trammps","Best Of Trammps",20,288260.35
1978-09-30,140,"Blue Oyster Cult","Some Enchanted Evening",7,325995.857142857
1978-09-30,141,"Santa Esmeralda",Beauty,,
1978-09-30,142,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-09-30,143,"Dave Mason","Mariposa Do Ora",,
1978-09-30,144,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-09-30,145,"Boney M","Night Flight To Venus",,
1978-09-30,146,"Leo Kottke","Burnt Lips",,
1978-09-30,147,"City Boy","Book Early",24,215544.125
1978-09-30,148,"The Ritchie Family","American Generation",5,331279.8
1978-09-30,149,Heart,"Dreamboat Annie",10,239639.6
1978-09-30,150,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-09-30,151,"The Salsoul Orchestra","Greatest Disco Hits/Music For Non-Stop Dancing",,
1978-09-30,152,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-09-30,153,"The Mc Crarys","Loving Is Living",,
1978-09-30,154,Soundtrack,"The Buddy Holly Story",,
1978-09-30,155,"Sammy Hagar","All Night Long",7,344890.0
1978-09-30,156,"Jesse Winchester","A Touch On The Rainy Side",10,236631.6
1978-09-30,157,"Lenny Williams","Spark Of Love",11,302353.454545455
1978-09-30,158,"Jeff Wayne/Various Artists","The War Of The Worlds",,
1978-09-30,159,"Gladys Knight And The Pips","The One And Only",17,271665.411764706
1978-09-30,160,"Frankie Valli","Frankie Valli...Is The Word",10,217607.1
1978-09-30,161,"Original Cast","Ain't Misbehavin'",25,218963.4
1978-09-30,162,Blondie,"Parallel Lines",12,196634.833333333
1978-09-30,163,"Leon Redbone","Champagne Charlie",10,212171.6
1978-09-30,164,"Andy Gibb","Flowing Rivers",10,230314.2
1978-09-30,165,Synergy,Cords,10,247713.8
1978-09-30,166,"Cheryl Ladd","Cheryl Ladd",1,171119.0
1978-09-30,167,"Donna Summer","Once Upon A Time",16,256053.625
1978-09-30,168,Foghat,"Stone Blue",8,270518.0
1978-09-30,169,"The Dells","New Beginnings",8,260039.625
1978-09-30,170,"The Sylvers","Forever Yours",,
1978-09-30,171,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-09-30,172,"Eric Clapton",Slowhand,27,280855.407407407
1978-09-30,173,"Mother's Finest","Mother Factor",9,244946.222222222
1978-09-30,174,"Don Ray","Garden Of Love",6,373000.0
1978-09-30,175,"B.B. King","Midnight Believer",7,285946.571428571
1978-09-30,176,"Larry Carlton","Larry Carlton",8,334166.25
1978-09-30,177,"Thin Lizzy","Live And Dangerous",17,271817.705882353
1978-09-30,178,Heart,Magazine,8,294266.25
1978-09-30,179,"Steve Martin","Lets Get Small",10,228936.9
1978-09-30,180,"Stanley Turrentine","What About You",,
1978-09-30,181,Eagles,"Hotel California",9,340131.666666667
1978-09-30,182,"Patrick Juvet","Got A Feeling",,
1978-09-30,183,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-09-30,184,"Various Artists","Disco Party",32,426272.869565217
1978-09-30,185,"Captain & Tennille",Dream,11,199997.0
1978-09-30,186,"The Sundays",Sunburn,,
1978-09-30,187,"Alicia Bridges","Alicia Bridges",10,257098.3
1978-09-30,188,"Jimi Hendrix","The Essential Jimi Hendrix",,
1978-09-30,189,"Ozark Mountain Daredevils","It's Alive",16,226053.0625
1978-09-30,190,"Bobby Humphrey",Freestyle,,
1978-09-30,191,KISS,"Double Platinum",20,208864.0
1978-09-30,192,"John Prine","Bruised Orange",10,204535.6
1978-09-30,193,"James Brown","Jam 1980's",5,499399.8
1978-09-30,194,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-09-30,195,"Herbie Hancock",Sunlight,5,444343.8
1978-09-30,196,Wings,"London Town",14,219551.071428571
1978-09-30,197,"Greg Kihn Band","Next Of Kihn",8,272849.625
1978-09-30,198,Chilliwack,"Lights From The Valley",12,210869.083333333
1978-09-30,199,Kansas,"Point Of Know Return",12,252448.583333333
1978-09-30,200,"Genya Ravan","Urban Desire",,
1978-10-07,1,Boston,"Don't Look Back",8,285179.5
1978-10-07,2,Soundtrack,Grease,21,201416.80952381
1978-10-07,3,Foreigner,"Double Vision",12,227267.583333333
1978-10-07,4,"The Who","Who Are You",14,245920.5
1978-10-07,5,"The Rolling Stones","Some Girls",10,254173.0
1978-10-07,6,"A Taste Of Honey","A Taste Of Honey",9,256659.222222222
1978-10-07,7,"Kenny Loggins",Nightwatch,9,275975.777777778
1978-10-07,8,Soundtrack,"Sgt. Peppers Lonely Hearts Club Band",,
1978-10-07,9,"The Brothers Johnson",Blam,9,232992.222222222
1978-10-07,10,"Fogelberg And Weisberg","Twin Sons Of Different Mothers",,
1978-10-07,11,"Billy Joel","The Stranger",21,296449.238095238
1978-10-07,12,"Donna Summer","Live And More",13,349835.461538462
1978-10-07,13,Commodores,"Natural High",8,311567.875
1978-10-07,14,"Bob Seger","Stranger In Town",9,265499.666666667
1978-10-07,15,Foxy,"Get Off",1,341293.0
1978-10-07,16,"Pablo Cruise","Worlds Away",9,266353.777777778
1978-10-07,17,"Rick James","Come Get It",9,327245.666666667
1978-10-07,18,Exile,"Mixed Emotion",,
1978-10-07,19,Styx,"Pieces Of Eight",10,255879.8
1978-10-07,20,"Lynyrd Skynyrd","Skynyrd's First And...last",,
1978-10-07,21,"Little River Band","Sleeper Catcher",9,281811.555555556
1978-10-07,22,"Chuck Mangione","Children Of Sanchez",15,399926.733333333
1978-10-07,23,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-10-07,24,"Ashford & Simpson","Is It Still Good To Ya",8,257094.625
1978-10-07,25,"The Cars","The Cars",9,245536.0
1978-10-07,26,"Evelyn ""Champagne"" King","Smooth Talk",,
1978-10-07,27,"Dolly Parton",Heartbreaker,10,193170.4
1978-10-07,28,"Rose Royce","Rose Royce III/Strikes Again!",9,261704.888888889
1978-10-07,29,"Betty Wright","Betty Wright Live",1,580413.0
1978-10-07,30,"Linda Ronstadt","Living In The U.S.A.",,
1978-10-07,31,"Gerry Rafferty","City To City",10,319864.9
1978-10-07,32,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-10-07,33,"Bruce Springsteen","Darkness On The Edge Of Town",10,256567.7
1978-10-07,34,Sylvester,"Step II",7,303832.0
1978-10-07,35,"Teddy Pendergrass","Life Is A Song Worth Singing",9,312602.333333333
1978-10-07,36,"KC And The Sunshine Band","Who Do Ya Love",8,241756.375
1978-10-07,37,"The Beatles","Sgt. Pepper's Lonely Hearts Club Band",13,186493.923076923
1978-10-07,38,"Daryl Hall John Oates","Along The Red Ledge",10,222391.8
1978-10-07,39,Funkadelic,"One Nation Under A Groove",,
1978-10-07,40,"Robin Trower","Caravan To Midnight",9,257053.0
1978-10-07,41,"Anne Murray","Let's Keep It That Way",10,197442.3
1978-10-07,42,"Steely Dan",Aja,7,343028.142857143
1978-10-07,43,"Michael Henderson","In The Night Time",8,292143.0
1978-10-07,44,"Walter Egan","Not Shy",10,212195.7
1978-10-07,45,UFO,Obsession,14,206209.214285714
1978-10-07,46,"Jean Luc Ponty","Cosmic Messenger",8,283358.0
1978-10-07,47,"Stephen Bishop",Bish,13,220502.307692308
1978-10-07,48,"Roy Ayers","You Send Me",8,361479.625
1978-10-07,49,"Village People","Macho Man",2,316619.5
1978-10-07,50,Heart,"Dog And Butterfly",8,324923.0
1978-10-07,51,"The Crusaders",Images,7,340704.428571429
1978-10-07,52,"Talking Heads","More Songs About Buildings And Food",15,236991.733333333
1978-10-07,53,"Andy Gibb","Shadow Dancing",10,247935.8
1978-10-07,54,LTD,Togetherness,10,232853.0
1978-10-07,55,"Barry Manilow","Even Now",14,220591.428571429
1978-10-07,56,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-10-07,57,Player,"Danger Zone",,
1978-10-07,58,"Al Stewart","Time Passages",9,359835.555555556
1978-10-07,59,"Jackson Browne","Running On Empty",10,260547.7
1978-10-07,60,"Quincy Jones","Sounds...And Stuff Like That!!",7,308196.0
1978-10-07,61,Ambrosia,"Life Beyond L.a.",10,247026.3
1978-10-07,62,"The Alan Parsons Project",Pyramid,16,211611.3125
1978-10-07,63,"Gino Vannelli","Brother To Brother",9,297670.555555556
1978-10-07,64,"Joe Walsh","But Seriously Folks",8,265178.125
1978-10-07,65,"Van Halen","Van Halen",11,214083.545454545
1978-10-07,66,"The Emotions",Sunbeam,11,200182.727272727
1978-10-07,67,"Eddie Money","Eddie Money",10,205046.3
1978-10-07,68,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-10-07,69,"Ohio Players",Jass-ay-lay-dee,6,371259.666666667
1978-10-07,70,ConFunkShun,"Love Shine",,
1978-10-07,71,"Buddy Holly","Buddy Holly & The Crickets 20 Golden Greats",20,
1978-10-07,72,"Johnny Mathis And Deniece Williams","That's What Friends Are For",,
1978-10-07,73,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-10-07,74,"The Moody Blues",Octave,15,290897.4
1978-10-07,75,"Todd Rundgren","Hermit Of Mink Hollow",12,185213.0
1978-10-07,76,"Crystal Gayle","When I Dream",12,185598.583333333
1978-10-07,77,"Chuck Mangione","Feels So Good",6,394279.5
1978-10-07,78,Switch,Switch,1,207071.0
1978-10-07,79,"The Fatback Band","Fired Up 'n' Kickin'",,
1978-10-07,80,"Blue Oyster Cult","Some Enchanted Evening",7,325995.857142857
1978-10-07,81,"Shaun Cassidy","Under Raps",,
1978-10-07,82,"Fleetwood Mac",Rumours,58,
1978-10-07,83,"Barbra Streisand",Songbird,10,229055.6
1978-10-07,84,"The Beatles","The Beatles 1967-1970",28,214094.392857143
1978-10-07,85,"Chris Rea","What Ever Happened To Benny Santini",,
1978-10-07,86,"Roberta Flack","Roberta Flack",8,243663.25
1978-10-07,87,"David Gilmour","David Gilmore",,
1978-10-07,88,"Atlantic Starr","Atlantic Starr",12,299117.333333333
1978-10-07,89,"Gil Scott-Heron",Secrets,,
1978-10-07,90,"Nick Gilder","City Nights",,
1978-10-07,91,Slave,"The Concept",7,325887.285714286
1978-10-07,92,"Jefferson Starship",Earth,9,293372.777777778
1978-10-07,93,"Various Artists","Sesame Street Fever",,
1978-10-07,94,"The Beatles","The Beatles [White Album]",107,
1978-10-07,95,"Cheap Trick","Heaven Tonight",11,236886.909090909
1978-10-07,96,"The O'Jays","So Full Of Love",8,271397.875
1978-10-07,97,Styx,"The Grand Illusion",8,312237.875
1978-10-07,98,"Tom Petty And The Heartbreakers","You're Gonna' Get It",10,179354.5
1978-10-07,99,"Natalie Cole","Natalie Live",16,342361.0625
1978-10-07,100,Soundtrack,Fm,50,189786.94
1978-10-07,101,Soundtrack,"Thank God It's Friday",,
1978-10-07,102,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-10-07,103,"Joe Cocker","Luxury You Can Afford",11,229157.181818182
1978-10-07,104,"Village People","Village People",6,286110.5
1978-10-07,105,"Kenny Rogers","Love Or Something Like It",11,182713.636363636
1978-10-07,106,Soundtrack,"Animal House",,
1978-10-07,107,"Chuck Mangione","The Best Of Chuck Mangione",10,444489.7
1978-10-07,108,"Millie Jackson","Get It Outcha System",,
1978-10-07,109,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-10-07,110,Foreigner,Foreigner,12,240737.833333333
1978-10-07,111,"Lee Oskar","Before The Rain",7,419203.428571429
1978-10-07,112,"Bob Dylan","Street Legal",9,330368.555555556
1978-10-07,113,Meco,"The Wizard Of Oz",,
1978-10-07,114,"Willie Nelson",Stardust,10,219051.7
1978-10-07,115,Journey,Infinity,10,218869.0
1978-10-07,116,"Hamilton Bohannon","Summertime Groove",,
1978-10-07,117,"The Kinks",Misfits,11,245861.363636364
1978-10-07,118,"High Inergy","Steppin' Out",,
1978-10-07,119,"Chick Corea",Friends,8,458368.0
1978-10-07,120,"The Beatles","The Beatles 1962-1966",26,144768.346153846
1978-10-07,121,Musique,"Keep On Jumpin",10,369065.1
1978-10-07,122,"Rita Coolidge","Love Me Again",1,219026.0
1978-10-07,123,Genesis,"And Then There Were Three",11,292278.363636364
1978-10-07,124,"Dan Hill","Frozen In The Night",11,233853.090909091
1978-10-07,125,"Bob Seger & The Silver Bullet Band","'Live' Bullet",15,293876.0
1978-10-07,126,"Toby Beau","Toby Beau",1,222666.0
1978-10-07,127,"Maynard Ferguson",Carnival,8,342124.625
1978-10-07,128,"Pat Metheny Group","Pat Metheny Group",7,410464.285714286
1978-10-07,129,"Janis Ian","Janis Ian (II)",12,224041.916666667
1978-10-07,130,"George Benson","Weekend In L.a.",11,451363.727272727
1978-10-07,131,"Michael Stanley Band","Cabin Fever",11,227641.0
1978-10-07,132,ABBA,"The Album",10,267333.1
1978-10-07,133,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-10-07,134,"Michael Johnson","The Michael Johnson Album",,
1978-10-07,135,"Boney M","Night Flight To Venus",,
1978-10-07,136,Blondie,"Parallel Lines",12,196634.833333333
1978-10-07,137,"City Boy","Book Early",24,215544.125
1978-10-07,138,AC/DC,Powerage,9,266022.0
1978-10-07,139,Heart,"Dreamboat Annie",10,239639.6
1978-10-07,140,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-10-07,141,"The Salsoul Orchestra","Greatest Disco Hits/Music For Non-Stop Dancing",,
1978-10-07,142,"Le Roux","Louisiana's Le Roux",,
1978-10-07,143,"The Mc Crarys","Loving Is Living",,
1978-10-07,144,"Leo Kottke","Burnt Lips",,
1978-10-07,145,Heatwave,"Central Heating",9,277429.333333333
1978-10-07,146,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-10-07,147,"Lenny Williams","Spark Of Love",11,302353.454545455
1978-10-07,148,Synergy,Cords,10,247713.8
1978-10-07,149,"Gladys Knight And The Pips","The One And Only",17,271665.411764706
1978-10-07,150,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-10-07,151,"Dave Mason","Mariposa Do Ora",,
1978-10-07,152,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-10-07,153,"Leo Sayer","Leo Sayer",10,215787.6
1978-10-07,154,Soundtrack,"The Buddy Holly Story",,
1978-10-07,155,"Elvis Presley","Elvis Sings For Children And Grownups Too",,
1978-10-07,156,"Norma Jean","Norma Jean",1,193911.0
1978-10-07,157,"The Trammps","Best Of Trammps",20,288260.35
1978-10-07,158,"Santa Esmeralda",Beauty,,
1978-10-07,159,Soundtrack,"Foul Play",12,129766.5
1978-10-07,160,"The Sylvers","Forever Yours",,
1978-10-07,161,"Linda Clifford","If My Friends Could See Me Now",10,438310.9
1978-10-07,162,"Jeff Wayne/Various Artists","The War Of The Worlds",,
1978-10-07,163,"Mother's Finest","Mother Factor",9,244946.222222222
1978-10-07,164,"Don Ray","Garden Of Love",6,373000.0
1978-10-07,165,"Andy Gibb","Flowing Rivers",10,230314.2
1978-10-07,166,"Sammy Hagar","All Night Long",7,344890.0
1978-10-07,167,"Donna Summer","Once Upon A Time",16,256053.625
1978-10-07,168,"Eric Clapton",Slowhand,27,280855.407407407
1978-10-07,169,"The Dells","New Beginnings",8,260039.625
1978-10-07,170,"Stanley Turrentine","What About You",,
1978-10-07,171,Foghat,"Stone Blue",8,270518.0
1978-10-07,172,"B.B. King","Midnight Believer",7,285946.571428571
1978-10-07,173,Heart,Magazine,8,294266.25
1978-10-07,174,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-10-07,175,"Steve Martin","Lets Get Small",10,228936.9
1978-10-07,176,"Larry Carlton","Larry Carlton",8,334166.25
1978-10-07,177,"Alicia Bridges","Alicia Bridges",10,257098.3
1978-10-07,178,Eagles,"Hotel California",9,340131.666666667
1978-10-07,179,"Ozark Mountain Daredevils","It's Alive",16,226053.0625
1978-10-07,180,"Thin Lizzy","Live And Dangerous",17,271817.705882353
1978-10-07,181,"Leon Redbone","Champagne Charlie",10,212171.6
1978-10-07,182,"Marilyn McCoo & Billy Davis, Jr.","Marilyn + Billy",11,258016.636363636
1978-10-07,183,"Jimi Hendrix","The Essential Jimi Hendrix",,
1978-10-07,184,"Cheryl Ladd","Cheryl Ladd",1,171119.0
1978-10-07,185,Boston,Boston,8,273423.0
1978-10-07,186,Wings,"London Town",14,219551.071428571
1978-10-07,187,"Original Cast","Ain't Misbehavin'",25,218963.4
1978-10-07,188,"Banda Machos","I'm A Man",,
1978-10-07,189,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-10-07,190,Soundtrack,"Eyes Of Laura Mars",,
1978-10-07,191,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-10-07,192,KISS,"Double Platinum",20,208864.0
1978-10-07,193,"Captain & Tennille",Dream,11,199997.0
1978-10-07,194,"Leon Russell",Americana,10,196654.4
1978-10-07,195,"Jesse Winchester","A Touch On The Rainy Side",10,236631.6
1978-10-07,196,Chilliwack,"Lights From The Valley",12,210869.083333333
1978-10-07,197,"Greg Kihn Band","Next Of Kihn",8,272849.625
