date,rank,artist,album,length,track_length
1978-01-21,20,"Dolly Parton","Here You Come Again",10,178703.6
1978-01-21,21,LTD,"Something To Love",9,261106.333333333
1978-01-21,22,"Paul Simon","Greatest Hits, Ect.",11,
1978-01-21,23,Foreigner,Foreigner,12,240737.833333333
1978-01-21,24,War,Galaxy,5,383439.6
1978-01-21,25,Commodores,"Commodores Live!",12,364219.666666667
1978-01-21,26,"Donna Summer","Once Upon A Time",16,256053.625
1978-01-21,27,"Steely Dan",Aja,7,343028.142857143
1978-01-21,28,"High Inergy","Turnin' On",,
1978-01-21,29,"Joni Mitchell","Don Juan's Reckless Daughter",10,358365.0
1978-01-21,30,"Eric Clapton",Slowhand,27,280855.407407407
1978-01-21,31,"The Steve Miller Band","Book Of Dreams",,
1978-01-21,32,Soundtrack,"Close Encounters Of A Third Kind",,
1978-01-21,33,"Gino Vannelli","A Pauper In Paridise",,
1978-01-21,34,"George Duke","Reach For It",11,292194.727272727
1978-01-21,35,"Millie Jackson","Feelin Bitchy",11,287607.0
1978-01-21,36,Soundtrack,"The Story Of Star Wars",,
1978-01-21,37,"Emerson, Lake & Palmer","Works Volume II",,
1978-01-21,38,"Santa Esmeralda","Don't Let Me Be Misunderstood",7,483053.428571429
1978-01-21,39,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-01-21,40,Parliament,"Funkentelechy Vs. The Placebo Syndrome",6,443361.666666667
1978-01-21,41,"Natalie Cole",Thankful,8,266833.0
1978-01-21,42,"Rita Coolidge",Anytime...anywhere,,
1978-01-21,43,Player,Player,1,249608.0
1978-01-21,44,"Stevie Wonder","Looking Back",,
1978-01-21,45,"Lynyrd Skynyrd","Street Survivors",23,260330.043478261
1978-01-21,46,"Debby Boone","You Light Up My Life",12,198186.25
1978-01-21,47,Barkays,"Flying High On Your Love",,
1978-01-21,48,"Bill Withers",Menagerie,9,256205.555555556
1978-01-21,49,Soundtrack,"Star Wars",28,257901.928571429
1978-01-21,50,"Leif Garrett","Leif Garrett",12,193593.0
1978-01-21,51,"James Taylor",JT,12,189260.75
1978-01-21,52,"Lou Rawls","When You Hear Lou, You've Heard It All",10,225796.666666667
1978-01-21,53,"Grover Washington, Jr.","Live At The Bijou",8,569455.875
1978-01-21,54,"John Denver","I Want To Live",11,235995.909090909
1978-01-21,55,Chic,Chic,40,272391.575
1978-01-21,56,"The Ramones","Rocket To Russia",77,
1978-01-21,57,Genesis,"Seconds Out",12,477688.583333333
1978-01-21,58,"The Blackbyrds",Action,7,288761.714285714
1978-01-21,59,"The Babys","Broken Heart",10,225057.0
1978-01-21,60,"The Beatles","Love Songs",12,222003.583333333
1978-01-21,61,Santana,Moonflower,16,294902.1875
1978-01-21,62,"Rose Royce","Rose Royce II/In Full Bloom",,
1978-01-21,63,Boston,Boston,8,273423.0
1978-01-21,64,"Stevie Wonder","Songs In The Key Of Life",21,300142.428571429
1978-01-21,65,"Captain & Tennille","Captain & Tennille's Greatest Hits",12,210838.5
1978-01-21,66,"Bette Midler","Broken Blossom",11,214648.090909091
1978-01-21,67,"Bob James",Heads,24,184667.041666667
1978-01-21,68,"Diana Ross","Baby It's Me",10,213145.2
1978-01-21,69,"Linda Ronstadt","Greatest Hits",17,195693.294117647
1978-01-21,70,"Boz Scaggs","Silk Degrees",13,239546.461538462
1978-01-21,71,"Chuck Mangione","Feels So Good",6,394279.5
1978-01-21,72,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-01-21,73,"Electric Light Orchestra","A New World Record",9,243371.555555556
1978-01-21,74,"Barry Manilow","Barry Manilow Live",23,269442.47826087
1978-01-21,75,"The Spinners","Spinners 8",9,267935.888888889
1978-01-21,76,Odyssey,Odyssey,12,258818.0
1978-01-21,77,"Gato Barbieri","Ruby, Ruby",8,329736.375
1978-01-21,78,"Dan Hill","Longer Fuse",10,239394.8
1978-01-21,79,"Steve Martin","Lets Get Small",10,228936.9
1978-01-21,80,"Elvis Costello","My Aim Is True",13,173642.769230769
1978-01-21,81,"Tom Petty And The Heartbreakers","Tom Petty + The Heartbreakers",10,224259.7
1978-01-21,82,"Roberta Flack","Blue Lights In The Basement",10,247782.3
1978-01-21,83,ConFunkShun,Secrets,,
1978-01-21,84,Brick,Brick,34,240830.235294118
1978-01-21,85,"The Trammps","Trammps Iii",8,324613.125
1978-01-21,86,"The Salsoul Orchestra","Christmas Jollies",9,316703.444444444
1978-01-21,87,"James Taylor","Greatest Hits",12,207276.75
1978-01-21,88,Meco,"Encounters Of Every Kind",,
1978-01-21,89,"Neil Diamond","Neil Diamond/His 12 Greatest Hits",,
1978-01-21,90,"Ohio Players","Mr. Mean",7,342384.428571429
1978-01-21,91,"Neil Young",Decade,35,266146.423076923
1978-01-21,92,"Little River Band","Diamantina Cocktail",11,233588.727272727
1978-01-21,93,Slave,"The Hardness Of The World",8,291153.0
1978-01-21,94,"ZZ Top","The Best Of ZZ Top",38,245646.3
1978-01-21,95,"The Alan Parsons Project","I Robot",24,251897.375
1978-01-21,96,"Robin Trower","In City Dreams",9,272704.777777778
1978-01-21,97,"Bay City Rollers","Greatest Hits",16,194151.1875
1978-01-21,98,"Bing Crosby","Bing Crosby's Greatest Hits",,
1978-01-21,99,Heatwave,"Too Hot To Handle",9,257460.444444444
1978-01-21,100,"The Emotions",Sunshine,14,220868.214285714
1978-01-21,101,"Joan Armatrading","Show Some Emotion",10,218408.4
1978-01-21,102,"Elton John","Elton John's Greatest Hits, Volume II",17,
1978-01-21,103,Commodores,Commodores,9,261407.0
1978-01-21,104,Pockets,"Come Go With Us",8,267023.125
1978-01-21,105,Heart,"Little Queen",10,234695.7
1978-01-21,106,"Sex Pistols","Never Mind The Bollocks Here's The Sex Pistols",12,194667.583333333
1978-01-21,107,"Crystal Gayle","We Must Believe In Magic",10,179463.7
1978-01-21,108,Carpenters,Passage,8,297269.875
1978-01-21,109,Foghat,"Foghat Live",6,425860.5
1978-01-21,110,"Deniece Williams",Songbird,,
1978-01-21,111,"The Salsoul Orchestra",Cuchi-Cuchi,13,266288.615384615
1978-01-21,112,"Isaac Hayes","New Horizon",5,596135.6
1978-01-21,113,"Andy Gibb","Flowing Rivers",10,230314.2
1978-01-21,114,"Ramsey Lewis","Tequila Mockingbird",8,300567.875
1978-01-21,115,"Al Green","The Belle Album",8,295279.75
1978-01-21,116,"Johnny Guitar Watson","Funk Beyond The Call Of Duty",,
1978-01-21,117,"Talking Heads","Talking Heads: 77",16,213942.0625
1978-01-21,118,"Dan Fogelberg","Nether Lands",11,263122.181818182
1978-01-21,119,"Ashford & Simpson","Send It",8,272839.5
1978-01-21,120,"Patti Austin","Havana Candy",8,278647.875
1978-01-21,121,Nazareth,"Expect No Mercy",10,212346.3
1978-01-21,122,"El Coco",Cocomotion,,
1978-01-21,123,"Ray Charles","True To Life",,
1978-01-21,124,"Barry White","Barry White Sings For Someone You Love",7,349437.857142857
1978-01-21,125,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-01-21,126,"Elvis Presley","Elvis In Concert",32,134791.28125
1978-01-21,127,"Rick Danko","Rick Danko",19,281394.105263158
1978-01-21,128,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-01-21,129,"Joan Baez","Best Of Joan Baez",9,199973.111111111
1978-01-21,130,"Dave Mason","Let It Flow",10,225497.5
1978-01-21,131,"Rick Wakeman","Rick Wakeman's Criminal Record",6,394804.0
1978-01-21,132,Meco,"Star Wars & Other Galactic Funk",4,592023.0
1978-01-21,133,Chicago,"Chicago XI",13,240022.230769231
1978-01-21,134,"Dan Hill","Hold On",10,204157.2
1978-01-21,135,"Village People","Village People",6,286110.5
1978-01-21,136,"The O'Jays","The O'Jays: Collectors' Items",10,
1978-01-21,137,"Crosby, Stills & Nash",Csn,14,243770.214285714
1978-01-21,138,Soundtrack,"Pete's Dragon",,
1978-01-21,139,"The Sylvers","New Horizons",,
1978-01-21,140,"Fleetwood Mac","Fleetwood Mac",11,227002.090909091
1978-01-21,141,"The Rolling Stones","Love You Live",18,286640.444444444
1978-01-21,142,"Judy Collins","So Early In The Spring - The First 15 Years",,
1978-01-21,143,"Donna Summer","I Remember Yesterday",8,277908.0
1978-01-21,144,"Grace Jones",Portfolio,7,317011.285714286
1978-01-21,145,"Gary Wright","Touch And Gone",9,236558.111111111
1978-01-21,146,10cc,"Live + Let Live",15,357449.733333333
1978-01-21,147,"Phoebe Snow","Never Letting Go",9,212365.555555556
1978-01-21,148,"Eddie Money","Eddie Money",10,205046.3
1978-01-21,149,"Pat Travers","Putting It Straight",8,277643.0
1978-01-21,150,Seawind,"Window Of A Child",,
1978-01-21,151,"KC And The Sunshine Band","Part 3",16,244078.875
1978-01-21,152,"Saint Tropez","Je Taime",,
1978-01-21,153,"Wet Willie",Manorisms,,
1978-01-21,154,"Side Effect","Goin' Bananas",,
1978-01-21,155,"Various Artists","Disco Boogie",14,207222.0
1978-01-21,156,"Brass Construction","Brass Construction Iii",8,287014.625
1978-01-21,157,"Thelma Houston","The Devil In Me",9,269253.222222222
1978-01-21,158,Soundtrack,"You Light Up My Life",,
1978-01-21,159,"Elvis Presley","Golden Records Vol. 3",12,147984.083333333
1978-01-21,160,"Donny & Marie Osmond","Winng Combination",,
1978-01-21,161,Eagles,"Hotel California",9,340131.666666667
1978-01-21,162,"Levon Helm","Levon Helm & The RCO All-Stars",11,
1978-01-21,163,"The Temptations","Hear To Tempt You",9,269759.888888889
1978-01-21,164,"Blue Oyster Cult",Spectres,10,243823.8
1978-01-21,165,"Karla Bonoff","Karla Bonoff",10,216730.5
1978-01-21,166,"Elvis Presley","Moody Blue",10,184551.7
1978-01-21,167,Styx,Equinox,8,258771.375
1978-01-21,168,Detective,"It Takes One To Know One",9,284387.888888889
1978-01-21,169,Enchantment,"Once Upon A Dream",11,253853.181818182
1978-01-21,170,"Johnny Rivers","Outside Help",,
1978-01-21,171,"Glen Campbell","Live At The Royal Festival Hall",21,231692.523809524
1978-01-21,172,"Elvis Presley","Elvis' Golden Records",14,146733.071428571
1978-01-21,173,America,America/Live,6,241066.333333333
1978-01-21,174,Soundtrack,"The Muppet Show",,
1978-01-21,175,"Ted Nugent","Cat Scratch Fever",12,232808.666666667
1978-01-21,176,"Jean Michel Jarre",Oxygene,6,363490.833333333
1978-01-21,177,"Joe Cocker","Joe Cocker's Greatest Hits",12,249967.583333333
1978-01-21,178,T-Connection,"On Fire",8,342763.375
1978-01-21,179,"Alice Cooper","The Alice Cooper Show",11,222845.818181818
1978-01-21,180,Eagles,"Their Greatest Hits 1971-1975",10,259820.4
1978-01-21,181,"The Emotions",Rejoice,9,259467.777777778
1978-01-21,182,"Anne Haslem","Annie In Wonderland",,
1978-01-21,183,Cerrone,"Cerrone 3 - Supernature",,
1978-01-21,184,"Sammy Hagar","Musical Chairs",10,208002.3
1978-01-21,185,"Paul Davis","Singer Of Songs, Teller Of Tales",10,182175.7
1978-01-21,186,Firefall,"Luna Sea",10,242356.375
1978-01-21,187,"The Steve Miller Band","Fly Like An Eagle",2,213553.0
1978-01-21,188,"David Bowie",Heroes,10,227982.5
1978-01-21,189,"Leo Sayer","Thunder In My Heart",7,277803.571428571
1978-01-21,190,"Le Pamplemousse","Le Spank",,
1978-01-21,191,"Peter Frampton","I'm In You",9,271913.555555556
1978-01-21,192,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-01-21,193,"The Charlie Daniels Band","Midnight Wind",,
1978-01-21,194,"Lynyrd Skynyrd","One More For The Road",,
1978-01-21,195,"The Osmonds","The Osmonds Greatest Hits",12,166749.75
1978-01-21,196,"Bob Seger","Night Moves",9,263074.444444444
1978-01-21,197,"The Doobie Brothers","Livin' On The Fault Line",10,220710.2
1978-01-21,198,"Paul McCartney And Wings","Wings Over America",,
1978-01-21,199,"The Controllers","In Control",7,313033.857142857
1978-01-21,200,"Ozark Mountain Daredevils","Don't Look Down",14,204665.285714286
1978-01-28,1,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-01-28,2,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-01-28,3,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-01-28,4,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-01-28,5,Queen,"News Of The World",16,222138.0
1978-01-28,6,"Shaun Cassidy","Born Late",10,192200.9
1978-01-28,7,"Fleetwood Mac",Rumours,58,
1978-01-28,8,"Neil Diamond","I'm Glad Your Here With Me Tonight",,
1978-01-28,9,Styx,"The Grand Illusion",8,312237.875
1978-01-28,10,"Billy Joel","The Stranger",21,296449.238095238
1978-01-28,11,Aerosmith,"Draw The Line",9,237785.0
1978-01-28,12,"Jackson Browne","Running On Empty",10,260547.7
1978-01-28,13,"Boz Scaggs","Down Two Then Left",10,257314.4
1978-01-28,14,"Linda Ronstadt","Simple Dreams",10,198135.6
1978-01-28,15,Kansas,"Point Of Know Return",12,252448.583333333
1978-01-28,16,"Randy Newman","Little Criminals",12,192984.166666667
1978-01-28,17,"Bob Welch","French Kiss",12,181677.5
1978-01-28,18,"Olivia Newton-John","Olivia Newton-John's Greatest Hits",,
1978-01-28,19,"Paul Simon","Greatest Hits, Ect.",11,
1978-01-28,20,"Dolly Parton","Here You Come Again",10,178703.6
1978-01-28,21,War,Galaxy,5,383439.6
1978-01-28,22,"Steely Dan",Aja,7,343028.142857143
1978-01-28,23,Foreigner,Foreigner,12,240737.833333333
1978-01-28,24,KISS,"Alive Ii",20,223676.55
1978-01-28,25,"Joni Mitchell","Don Juan's Reckless Daughter",10,358365.0
1978-01-28,26,Commodores,"Commodores Live!",12,364219.666666667
1978-01-28,27,"Eric Clapton",Slowhand,27,280855.407407407
1978-01-28,28,LTD,"Something To Love",9,261106.333333333
1978-01-28,29,Soundtrack,"Close Encounters Of A Third Kind",,
1978-01-28,30,"Donna Summer","Once Upon A Time",16,256053.625
1978-01-28,31,"The Steve Miller Band","Book Of Dreams",,
1978-01-28,32,Parliament,"Funkentelechy Vs. The Placebo Syndrome",6,443361.666666667
1978-01-28,33,"Gino Vannelli","A Pauper In Paridise",,
1978-01-28,34,"Millie Jackson","Feelin Bitchy",11,287607.0
1978-01-28,35,"Santa Esmeralda","Don't Let Me Be Misunderstood",7,483053.428571429
1978-01-28,36,Soundtrack,"The Story Of Star Wars",,
1978-01-28,37,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-01-28,38,"Natalie Cole",Thankful,8,266833.0
1978-01-28,39,"George Duke","Reach For It",11,292194.727272727
1978-01-28,40,Player,Player,1,249608.0
1978-01-28,41,"Stevie Wonder","Looking Back",,
1978-01-28,42,"Rita Coolidge",Anytime...anywhere,,
1978-01-28,43,"Leif Garrett","Leif Garrett",12,193593.0
1978-01-28,44,"Bill Withers",Menagerie,9,256205.555555556
1978-01-28,45,Soundtrack,"Star Wars",28,257901.928571429
1978-01-28,46,"High Inergy","Turnin' On",,
1978-01-28,47,Barkays,"Flying High On Your Love",,
1978-01-28,48,"Lou Rawls","When You Hear Lou, You've Heard It All",10,225796.666666667
1978-01-28,49,"Grover Washington, Jr.","Live At The Bijou",8,569455.875
1978-01-28,50,Chic,Chic,40,272391.575
1978-01-28,51,"Emerson, Lake & Palmer","Works Volume II",,
1978-01-28,52,"The Ramones","Rocket To Russia",77,
1978-01-28,53,Genesis,"Seconds Out",12,477688.583333333
1978-01-28,54,"Lynyrd Skynyrd","Street Survivors",23,260330.043478261
1978-01-28,55,"Debby Boone","You Light Up My Life",12,198186.25
1978-01-28,56,"The Babys","Broken Heart",10,225057.0
1978-01-28,57,"James Taylor",JT,12,189260.75
1978-01-28,58,"The Blackbyrds",Action,7,288761.714285714
1978-01-28,59,"John Denver","I Want To Live",11,235995.909090909
1978-01-28,60,"Captain & Tennille","Captain & Tennille's Greatest Hits",12,210838.5
1978-01-28,61,"Bette Midler","Broken Blossom",11,214648.090909091
1978-01-28,62,"Bob James",Heads,24,184667.041666667
1978-01-28,63,Santana,Moonflower,16,294902.1875
1978-01-28,64,"Chuck Mangione","Feels So Good",6,394279.5
1978-01-28,65,"Stevie Wonder","Songs In The Key Of Life",21,300142.428571429
1978-01-28,66,"The Beatles","Love Songs",12,222003.583333333
1978-01-28,67,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-01-28,68,"Elvis Costello","My Aim Is True",13,173642.769230769
1978-01-28,69,"Dan Hill","Longer Fuse",10,239394.8
1978-01-28,70,"The Spinners","Spinners 8",9,267935.888888889
1978-01-28,71,Odyssey,Odyssey,12,258818.0
1978-01-28,72,"Tom Petty And The Heartbreakers","Tom Petty + The Heartbreakers",10,224259.7
1978-01-28,73,"Roberta Flack","Blue Lights In The Basement",10,247782.3
1978-01-28,74,"Linda Ronstadt","Greatest Hits",17,195693.294117647
1978-01-28,75,"Rose Royce","Rose Royce II/In Full Bloom",,
1978-01-28,76,Brick,Brick,34,240830.235294118
1978-01-28,77,"Boz Scaggs","Silk Degrees",13,239546.461538462
1978-01-28,78,Boston,Boston,8,273423.0
1978-01-28,79,Meco,"Encounters Of Every Kind",,
1978-01-28,80,"Electric Light Orchestra","A New World Record",9,243371.555555556
1978-01-28,81,ConFunkShun,Secrets,,
1978-01-28,82,"Ohio Players","Mr. Mean",7,342384.428571429
1978-01-28,83,"Steve Martin","Lets Get Small",10,228936.9
1978-01-28,84,"Little River Band","Diamantina Cocktail",11,233588.727272727
1978-01-28,85,Slave,"The Hardness Of The World",8,291153.0
1978-01-28,86,"The Trammps","Trammps Iii",8,324613.125
1978-01-28,87,"James Taylor","Greatest Hits",12,207276.75
1978-01-28,88,Heatwave,"Too Hot To Handle",9,257460.444444444
1978-01-28,89,"Neil Diamond","Neil Diamond/His 12 Greatest Hits",,
1978-01-28,90,"Diana Ross","Baby It's Me",10,213145.2
1978-01-28,91,"Neil Young",Decade,35,266146.423076923
1978-01-28,92,"Barry Manilow","Barry Manilow Live",23,269442.47826087
1978-01-28,93,"Gato Barbieri","Ruby, Ruby",8,329736.375
1978-01-28,94,Pockets,"Come Go With Us",8,267023.125
1978-01-28,95,"ZZ Top","The Best Of ZZ Top",38,245646.3
1978-01-28,96,"Bay City Rollers","Greatest Hits",16,194151.1875
1978-01-28,97,"The Alan Parsons Project","I Robot",24,251897.375
1978-01-28,98,"Robin Trower","In City Dreams",9,272704.777777778
1978-01-28,99,"The Emotions",Sunshine,14,220868.214285714
1978-01-28,100,"Elton John","Elton John's Greatest Hits, Volume II",17,
1978-01-28,101,Commodores,Commodores,9,261407.0
1978-01-28,102,"Isaac Hayes","New Horizon",5,596135.6
1978-01-28,103,"Andy Gibb","Flowing Rivers",10,230314.2
1978-01-28,104,"The Salsoul Orchestra","Christmas Jollies",9,316703.444444444
1978-01-28,105,"Al Green","The Belle Album",8,295279.75
1978-01-28,106,"Sex Pistols","Never Mind The Bollocks Here's The Sex Pistols",12,194667.583333333
1978-01-28,107,"Joan Armatrading","Show Some Emotion",10,218408.4
1978-01-28,108,"Bing Crosby","Bing Crosby's Greatest Hits",,
1978-01-28,109,"Deniece Williams",Songbird,,
1978-01-28,110,"The Salsoul Orchestra",Cuchi-Cuchi,13,266288.615384615
1978-01-28,111,"Ramsey Lewis","Tequila Mockingbird",8,300567.875
1978-01-28,112,"El Coco",Cocomotion,,
1978-01-28,113,Heart,"Little Queen",10,234695.7
1978-01-28,114,"Talking Heads","Talking Heads: 77",16,213942.0625
1978-01-28,115,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-01-28,116,"Elvis Presley","Elvis In Concert",32,134791.28125
1978-01-28,117,Carpenters,Passage,8,297269.875
1978-01-28,118,"Dan Fogelberg","Nether Lands",11,263122.181818182
1978-01-28,119,"Ashford & Simpson","Send It",8,272839.5
1978-01-28,120,"Patti Austin","Havana Candy",8,278647.875
1978-01-28,121,"Ray Charles","True To Life",,
1978-01-28,122,"Dave Mason","Let It Flow",10,225497.5
1978-01-28,123,"Dan Hill","Hold On",10,204157.2
1978-01-28,124,"Barry White","Barry White Sings For Someone You Love",7,349437.857142857
1978-01-28,125,"Village People","Village People",6,286110.5
1978-01-28,126,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-01-28,127,"Rick Danko","Rick Danko",19,281394.105263158
1978-01-28,128,"Rick Wakeman","Rick Wakeman's Criminal Record",6,394804.0
1978-01-28,129,"Joan Baez","Best Of Joan Baez",9,199973.111111111
1978-01-28,130,"Fleetwood Mac","Fleetwood Mac",11,227002.090909091
1978-01-28,131,"Crystal Gayle","We Must Believe In Magic",10,179463.7
1978-01-28,132,Foghat,"Foghat Live",6,425860.5
1978-01-28,133,Chicago,"Chicago XI",13,240022.230769231
1978-01-28,134,"Johnny Guitar Watson","Funk Beyond The Call Of Duty",,
1978-01-28,135,Soundtrack,"Pete's Dragon",,
1978-01-28,136,"The O'Jays","The O'Jays: Collectors' Items",10,
1978-01-28,137,"The Sylvers","New Horizons",,
1978-01-28,138,"Grace Jones",Portfolio,7,317011.285714286
1978-01-28,139,"Pat Travers","Putting It Straight",8,277643.0
1978-01-28,140,Seawind,"Window Of A Child",,
1978-01-28,141,"KC And The Sunshine Band","Part 3",16,244078.875
1978-01-28,142,Nazareth,"Expect No Mercy",10,212346.3
1978-01-28,143,"Wet Willie",Manorisms,,
